f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f jV0300m jV0300f jV0500m jV0500f 
12618.6 0.0138511 -88.1426 0.998878 1.02707 0 0 108.696 -178.189 1 -0 0.108596 -178.188 0.0014232 -175.905
12915.5 0.013533 -88.1843 0.998895 1.00348 0 0 108.698 -178.231 1 -0 0.108598 -178.23 0.00142329 -175.885
13219.4 0.0132221 -88.2251 0.99891 0.980428 0 0 108.7 -178.272 1 -0 0.108601 -178.271 0.00142339 -175.864
13530.5 0.0129184 -88.2648 0.998925 0.957906 0 0 108.702 -178.312 1 -0 0.108603 -178.312 0.00142348 -175.84
13848.9 0.0126216 -88.3037 0.998939 0.935901 0 0 108.704 -178.352 1 -0 0.108605 -178.351 0.00142358 -175.814
14174.7 0.0123317 -88.3416 0.998952 0.914401 0 0 108.706 -178.39 1 -0 0.108606 -178.389 0.00142368 -175.785
14508.3 0.0120484 -88.3786 0.998965 0.893394 0 0 108.708 -178.428 1 -0 0.108608 -178.427 0.00142378 -175.755
14849.7 0.0117715 -88.4147 0.998978 0.872868 0 0 108.71 -178.464 1 -0 0.10861 -178.464 0.00142388 -175.722
15199.1 0.0115011 -88.45 0.998989 0.852814 0 0 108.711 -178.5 1 -0 0.108612 -178.5 0.00142399 -175.687
15556.8 0.0112368 -88.4845 0.999 0.83322 0 0 108.713 -178.535 1 -0 0.108613 -178.535 0.0014241 -175.649
15922.8 0.0109787 -88.5181 0.999011 0.814075 0 0 108.714 -178.57 1 -0 0.108615 -178.569 0.00142421 -175.61
16297.5 0.0107264 -88.5509 0.999021 0.79537 0 0 108.716 -178.603 1 -0 0.108616 -178.603 0.00142433 -175.567
16681 0.0104799 -88.5829 0.999031 0.777095 0 0 108.717 -178.636 1 -0 0.108617 -178.635 0.00142445 -175.523
17073.5 0.0102391 -88.6142 0.99904 0.759238 0 0 108.719 -178.668 1 -0 0.108619 -178.667 0.00142457 -175.476
17475.3 0.0100038 -88.6448 0.999049 0.741792 0 0 108.72 -178.699 1 -0 0.10862 -178.699 0.0014247 -175.426
17886.5 0.00977394 -88.6746 0.999058 0.724746 0 0 108.721 -178.73 1 -0 0.108621 -178.729 0.00142483 -175.375
18307.4 0.00954934 -88.7036 0.999066 0.708092 0 0 108.722 -178.76 1 -0 0.108622 -178.759 0.00142497 -175.32
18738.2 0.00932989 -88.732 0.999073 0.69182 0 0 108.723 -178.789 1 -0 0.108623 -178.788 0.00142512 -175.263
19179.1 0.00911548 -88.7597 0.999081 0.675921 0 0 108.724 -178.817 1 -0 0.108624 -178.817 0.00142526 -175.204
19630.4 0.008906 -88.7867 0.999088 0.660388 0 0 108.725 -178.845 1 -0 0.108625 -178.845 0.00142542 -175.142
20092.3 0.00870132 -88.8131 0.999094 0.645212 0 0 108.726 -178.873 1 -0 0.108626 -178.872 0.00142558 -175.077
20565.1 0.00850135 -88.8388 0.999101 0.630384 0 0 108.727 -178.899 1 -0 0.108627 -178.899 0.00142575 -175.01
21049 0.00830597 -88.8639 0.999107 0.615896 0 0 108.728 -178.926 1 -0 0.108628 -178.925 0.00142592 -174.94
21544.3 0.00811507 -88.8884 0.999113 0.601741 0 0 108.729 -178.951 1 -0 0.108629 -178.951 0.00142611 -174.868
22051.3 0.00792856 -88.9123 0.999118 0.587912 0 0 108.729 -178.976 1 -0 0.108629 -178.976 0.00142629 -174.792
22570.2 0.00774634 -88.9356 0.999124 0.5744 0 0 108.73 -179 1 -0 0.10863 -179 0.00142649 -174.714
23101.3 0.0075683 -88.9583 0.999129 0.561198 0 0 108.731 -179.024 1 -0 0.108631 -179.024 0.0014267 -174.633
23644.9 0.00739435 -88.9805 0.999133 0.5483 0 0 108.732 -179.048 1 -0 0.108632 -179.047 0.00142691 -174.549
24201.3 0.0072244 -89.0021 0.999138 0.535698 0 0 108.732 -179.07 1 -0 0.108632 -179.07 0.00142714 -174.463
24770.8 0.00705835 -89.0232 0.999142 0.523385 0 0 108.733 -179.093 1 -0 0.108633 -179.092 0.00142737 -174.373
25353.6 0.00689611 -89.0437 0.999147 0.511356 0 0 108.733 -179.115 1 -0 0.108633 -179.114 0.00142762 -174.28
25950.2 0.00673761 -89.0637 0.999151 0.499602 0 0 108.734 -179.136 1 -0 0.108634 -179.136 0.00142787 -174.185
26560.9 0.00658274 -89.0832 0.999155 0.488119 0 0 108.734 -179.157 1 -0 0.108635 -179.157 0.00142814 -174.086
27185.9 0.00643143 -89.1022 0.999158 0.4769 0 0 108.735 -179.177 1 -0 0.108635 -179.177 0.00142842 -173.984
27825.6 0.0062836 -89.1208 0.999162 0.465938 0 0 108.735 -179.197 1 -0 0.108636 -179.197 0.00142871 -173.879
28480.4 0.00613917 -89.1388 0.999165 0.455229 0 0 108.736 -179.217 1 -0 0.108636 -179.217 0.00142902 -173.771
29150.5 0.00599805 -89.1564 0.999168 0.444765 0 0 108.736 -179.236 1 -0 0.108636 -179.236 0.00142933 -173.659
29836.5 0.00586018 -89.1736 0.999171 0.434542 0 0 108.737 -179.255 1 -0 0.108637 -179.254 0.00142967 -173.544
30538.6 0.00572548 -89.1903 0.999174 0.424554 0 0 108.737 -179.273 1 -0 0.108637 -179.273 0.00143002 -173.425
31257.2 0.00559387 -89.2065 0.999177 0.414795 0 0 108.738 -179.291 1 -0 0.108638 -179.291 0.00143038 -173.304
31992.7 0.00546528 -89.2223 0.99918 0.40526 0 0 108.738 -179.309 1 -0 0.108638 -179.308 0.00143076 -173.178
32745.5 0.00533965 -89.2377 0.999182 0.395945 0 0 108.738 -179.326 1 -0 0.108638 -179.325 0.00143116 -173.049
33516 0.00521691 -89.2527 0.999184 0.386844 0 0 108.739 -179.342 1 -0 0.108639 -179.342 0.00143158 -172.917
34304.7 0.00509699 -89.2673 0.999187 0.377952 0 0 108.739 -179.359 1 -0 0.108639 -179.359 0.00143202 -172.78
35111.9 0.00497982 -89.2815 0.999189 0.369264 0 0 108.739 -179.375 1 -0 0.108639 -179.375 0.00143247 -172.64
35938.1 0.00486535 -89.2953 0.999191 0.360776 0 0 108.74 -179.391 1 -0 0.10864 -179.391 0.00143295 -172.496
36783.8 0.00475351 -89.3087 0.999193 0.352483 0 0 108.74 -179.406 1 -0 0.10864 -179.406 0.00143345 -172.348
37649.4 0.00464424 -89.3218 0.999195 0.344381 0 0 108.74 -179.421 1 -0 0.10864 -179.421 0.00143398 -172.196
38535.3 0.00453747 -89.3345 0.999197 0.336465 0 0 108.74 -179.436 1 -0 0.10864 -179.436 0.00143452 -172.04
39442.1 0.00443317 -89.3468 0.999199 0.32873 0 0 108.741 -179.451 1 -0 0.108641 -179.45 0.0014351 -171.88
40370.2 0.00433126 -89.3587 0.9992 0.321174 0 0 108.741 -179.465 1 -0 0.108641 -179.465 0.0014357 -171.716
41320.1 0.00423169 -89.3704 0.999202 0.313791 0 0 108.741 -179.479 1 -0 0.108641 -179.479 0.00143633 -171.547
42292.4 0.00413441 -89.3816 0.999203 0.306578 0 0 108.741 -179.492 1 -0 0.108641 -179.492 0.00143699 -171.374
43287.6 0.00403937 -89.3926 0.999205 0.299531 0 0 108.741 -179.506 1 -0 0.108641 -179.506 0.00143768 -171.197
44306.2 0.00394651 -89.4032 0.999206 0.292646 0 0 108.742 -179.519 1 -0 0.108642 -179.519 0.0014384 -171.015
45348.8 0.00385579 -89.4135 0.999207 0.285919 0 0 108.742 -179.532 1 -0 0.108642 -179.531 0.00143915 -170.829
46415.9 0.00376715 -89.4235 0.999209 0.279346 0 0 108.742 -179.544 1 -0 0.108642 -179.544 0.00143994 -170.638
47508.1 0.00368055 -89.4331 0.99921 0.272925 0 0 108.742 -179.556 1 -0 0.108642 -179.556 0.00144077 -170.442
48626 0.00359594 -89.4425 0.999211 0.266651 0 0 108.742 -179.569 1 -0 0.108642 -179.568 0.00144164 -170.241
49770.2 0.00351327 -89.4516 0.999212 0.260522 0 0 108.742 -179.58 1 -0 0.108643 -179.58 0.00144254 -170.035
50941.4 0.00343251 -89.4603 0.999213 0.254533 0 0 108.743 -179.592 1 -0 0.108643 -179.592 0.00144349 -169.825
52140.1 0.0033536 -89.4688 0.999214 0.248683 0 0 108.743 -179.603 1 -0 0.108643 -179.603 0.00144448 -169.609
53367 0.0032765 -89.477 0.999215 0.242966 0 0 108.743 -179.615 1 -0 0.108643 -179.614 0.00144552 -169.388
54622.8 0.00320118 -89.4849 0.999216 0.237381 0 0 108.743 -179.626 1 -0 0.108643 -179.625 0.00144661 -169.162
55908.1 0.00312759 -89.4925 0.999217 0.231925 0 0 108.743 -179.636 1 -0 0.108643 -179.636 0.00144775 -168.93
57223.7 0.00305569 -89.4998 0.999218 0.226593 0 0 108.743 -179.647 1 -0 0.108643 -179.647 0.00144894 -168.693
58570.2 0.00298544 -89.5069 0.999218 0.221385 0 0 108.743 -179.657 1 -0 0.108643 -179.657 0.00145019 -168.451
59948.4 0.00291681 -89.5137 0.999219 0.216296 0 0 108.743 -179.668 1 -0 0.108643 -179.667 0.0014515 -168.202
61359.1 0.00284975 -89.5203 0.99922 0.211324 0 0 108.744 -179.678 1 -0 0.108644 -179.677 0.00145286 -167.948
62802.9 0.00278424 -89.5265 0.999221 0.206467 0 0 108.744 -179.687 1 -0 0.108644 -179.687 0.00145429 -167.688
64280.7 0.00272023 -89.5326 0.999221 0.201721 0 0 108.744 -179.697 1 -0 0.108644 -179.697 0.00145579 -167.423
65793.3 0.0026577 -89.5383 0.999222 0.197084 0 0 108.744 -179.707 1 -0 0.108644 -179.707 0.00145736 -167.151
67341.5 0.0025966 -89.5439 0.999223 0.192554 0 0 108.744 -179.716 1 -0 0.108644 -179.716 0.001459 -166.873
68926.1 0.00253691 -89.5491 0.999223 0.188128 0 0 108.744 -179.725 1 -0 0.108644 -179.725 0.00146071 -166.589
70548 0.00247858 -89.5542 0.999224 0.183804 0 0 108.744 -179.734 1 -0 0.108644 -179.734 0.0014625 -166.298
72208.1 0.0024216 -89.559 0.999224 0.179579 0 0 108.744 -179.743 1 -0 0.108644 -179.743 0.00146438 -166.002
73907.2 0.00236593 -89.5635 0.999225 0.175451 0 0 108.744 -179.752 1 -0 0.108644 -179.752 0.00146634 -165.698
75646.3 0.00231154 -89.5679 0.999225 0.171419 0 0 108.744 -179.761 1 -0 0.108644 -179.76 0.0014684 -165.388
77426.4 0.0022584 -89.5719 0.999226 0.167479 0 0 108.744 -179.769 1 -0 0.108644 -179.769 0.00147055 -165.072
79248.3 0.00220648 -89.5758 0.999226 0.163629 0 0 108.744 -179.777 1 -0 0.108644 -179.777 0.0014728 -164.748
81113.1 0.00215575 -89.5794 0.999226 0.159868 0 0 108.744 -179.786 1 -0 0.108644 -179.786 0.00147515 -164.418
83021.8 0.0021062 -89.5828 0.999227 0.156194 0 0 108.744 -179.794 1 -0 0.108645 -179.794 0.00147761 -164.081
84975.3 0.00205777 -89.586 0.999227 0.152604 0 0 108.744 -179.802 1 -0 0.108645 -179.802 0.00148018 -163.737
86974.9 0.00201047 -89.5889 0.999228 0.149097 0 0 108.745 -179.81 1 -0 0.108645 -179.81 0.00148287 -163.386
89021.5 0.00196425 -89.5917 0.999228 0.14567 0 0 108.745 -179.818 1 -0 0.108645 -179.818 0.00148568 -163.028
91116.3 0.00191909 -89.5942 0.999228 0.142322 0 0 108.745 -179.825 1 -0 0.108645 -179.825 0.00148862 -162.662
93260.3 0.00187497 -89.5964 0.999229 0.139051 0 0 108.745 -179.833 1 -0 0.108645 -179.833 0.0014917 -162.289
95454.8 0.00183187 -89.5985 0.999229 0.135855 0 0 108.745 -179.841 1 -0 0.108645 -179.84 0.00149491 -161.909
97701 0.00178975 -89.6004 0.999229 0.132733 0 0 108.745 -179.848 1 -0 0.108645 -179.848 0.00149827 -161.521
100000 0.00174861 -89.602 0.999229 0.129682 0 0 108.745 -179.855 1 -0 0.108645 -179.855 0.00150178 -161.126
102353 0.00170841 -89.6034 0.99923 0.126702 0 0 108.745 -179.863 1 -0 0.108645 -179.863 0.00150545 -160.723
104762 0.00166913 -89.6046 0.99923 0.12379 0 0 108.745 -179.87 1 -0 0.108645 -179.87 0.00150928 -160.312
107227 0.00163076 -89.6056 0.99923 0.120946 0 0 108.745 -179.877 1 -0 0.108645 -179.877 0.00151329 -159.894
109750 0.00159327 -89.6064 0.99923 0.118166 0 0 108.745 -179.884 1 -0 0.108645 -179.884 0.00151748 -159.468
112332 0.00155664 -89.6069 0.999231 0.115451 0 0 108.745 -179.891 1 -0 0.108645 -179.891 0.00152185 -159.035
114976 0.00152086 -89.6073 0.999231 0.112798 0 0 108.745 -179.898 1 -0 0.108645 -179.898 0.00152642 -158.593
117681 0.00148589 -89.6074 0.999231 0.110206 0 0 108.745 -179.905 1 -0 0.108645 -179.905 0.00153119 -158.144
120450 0.00145173 -89.6074 0.999231 0.107673 0 0 108.745 -179.912 1 -0 0.108645 -179.912 0.00153617 -157.687
123285 0.00141836 -89.6071 0.999231 0.105199 0 0 108.745 -179.919 1 -0 0.108645 -179.919 0.00154137 -157.222
126186 0.00138575 -89.6066 0.999231 0.102782 0 0 108.745 -179.925 1 -0 0.108645 -179.925 0.0015468 -156.75
129155 0.00135389 -89.6059 0.999232 0.100421 0 0 108.745 -179.932 1 -0 0.108645 -179.932 0.00155247 -156.269
132194 0.00132277 -89.6049 0.999232 0.0981132 0 0 108.745 -179.939 1 -0 0.108645 -179.939 0.00155839 -155.781
135305 0.00129236 -89.6038 0.999232 0.095859 0 0 108.745 -179.945 1 -0 0.108645 -179.945 0.00156456 -155.285
138489 0.00126265 -89.6024 0.999232 0.0936567 0 0 108.745 -179.952 1 -0 0.108645 -179.952 0.001571 -154.781
141747 0.00123362 -89.6009 0.999232 0.091505 0 0 108.745 -179.959 1 -0 0.108645 -179.959 0.00157773 -154.27
145083 0.00120526 -89.5991 0.999232 0.0894028 0 0 108.745 -179.965 1 -0 0.108645 -179.965 0.00158474 -153.751
148497 0.00117755 -89.5971 0.999232 0.087349 0 0 108.745 -179.972 1 -0 0.108645 -179.972 0.00159205 -153.224
151991 0.00115048 -89.5949 0.999233 0.0853424 0 0 108.745 -179.978 1 -0 0.108645 -179.978 0.00159967 -152.69
155568 0.00112403 -89.5924 0.999233 0.083382 0 0 108.745 -179.985 1 -0 0.108645 -179.985 0.00160762 -152.149
159228 0.00109819 -89.5898 0.999233 0.0814667 0 0 108.745 -179.991 1 -0 0.108645 -179.991 0.0016159 -151.6
162975 0.00107294 -89.5869 0.999233 0.0795955 0 0 108.745 -179.998 1 -0 0.108645 -179.998 0.00162453 -151.044
166810 0.00104828 -89.5838 0.999233 0.0777674 0 0 108.745 179.996 1 -0 0.108645 179.995 0.00163353 -150.481
170735 0.00102418 -89.5804 0.999233 0.0759813 0 0 108.745 179.989 1 -0 0.108645 179.989 0.0016429 -149.911
174753 0.00100063 -89.5769 0.999233 0.0742363 0 0 108.745 179.983 1 -0 0.108645 179.982 0.00165266 -149.335
178865 0.000977628 -89.5731 0.999233 0.0725314 0 0 108.745 179.976 1 -0 0.108645 179.976 0.00166282 -148.752
183074 0.000955153 -89.5691 0.999233 0.0708658 0 0 108.745 179.969 1 -0 0.108645 179.969 0.0016734 -148.162
187382 0.000933195 -89.5648 0.999233 0.0692386 0 0 108.745 179.963 1 -0 0.108645 179.963 0.00168442 -147.567
191791 0.000911741 -89.5604 0.999234 0.0676488 0 0 108.745 179.956 1 -0 0.108645 179.956 0.00169588 -146.965
196304 0.000890781 -89.5556 0.999234 0.0660956 0 0 108.745 179.95 1 -0 0.108645 179.95 0.0017078 -146.357
200923 0.000870303 -89.5507 0.999234 0.0645781 0 0 108.745 179.943 1 -0 0.108645 179.943 0.0017202 -145.744
205651 0.000850295 -89.5455 0.999234 0.0630956 0 0 108.745 179.936 1 -0 0.108645 179.936 0.0017331 -145.126
210490 0.000830748 -89.54 0.999234 0.0616472 0 0 108.745 179.93 1 -0 0.108645 179.93 0.00174651 -144.502
215443 0.000811649 -89.5343 0.999234 0.0602322 0 0 108.745 179.923 1 -0 0.108645 179.923 0.00176045 -143.874
220513 0.00079299 -89.5284 0.999234 0.0588498 0 0 108.745 179.916 1 -0 0.108645 179.916 0.00177494 -143.241
225702 0.00077476 -89.5222 0.999234 0.0574992 0 0 108.745 179.909 1 -0 0.108645 179.909 0.00178999 -142.604
231013 0.000756949 -89.5157 0.999234 0.0561796 0 0 108.745 179.902 1 -0 0.108645 179.902 0.00180562 -141.963
236449 0.000739548 -89.509 0.999234 0.0548905 0 0 108.745 179.896 1 -0 0.108645 179.895 0.00182185 -141.318
242013 0.000722547 -89.502 0.999234 0.0536311 0 0 108.745 179.889 1 -0 0.108645 179.888 0.00183871 -140.67
247708 0.000705936 -89.4947 0.999234 0.0524007 0 0 108.745 179.882 1 -0 0.108645 179.881 0.0018562 -140.019
253536 0.000689707 -89.4872 0.999234 0.0511986 0 0 108.745 179.874 1 -0 0.108645 179.874 0.00187434 -139.366
259502 0.000673852 -89.4793 0.999234 0.0500243 0 0 108.745 179.867 1 -0 0.108645 179.867 0.00189317 -138.71
265609 0.000658361 -89.4713 0.999234 0.048877 0 0 108.745 179.86 1 -0 0.108645 179.86 0.00191269 -138.052
271859 0.000643226 -89.4629 0.999234 0.0477561 0 0 108.745 179.853 1 -0 0.108645 179.853 0.00193293 -137.392
278256 0.000628439 -89.4542 0.999234 0.0466611 0 0 108.745 179.845 1 -0 0.108645 179.845 0.00195391 -136.731
284804 0.000613993 -89.4452 0.999234 0.0455913 0 0 108.745 179.838 1 -0 0.108645 179.838 0.00197565 -136.069
291505 0.000599878 -89.436 0.999234 0.0445462 0 0 108.745 179.83 1 -0 0.108645 179.83 0.00199817 -135.407
298365 0.000586088 -89.4264 0.999234 0.0435252 0 0 108.745 179.823 1 -0 0.108645 179.822 0.0020215 -134.744
305386 0.000572615 -89.4165 0.999234 0.0425277 0 0 108.744 179.815 1 -0 0.108645 179.815 0.00204565 -134.082
312572 0.000559451 -89.4063 0.999234 0.0415532 0 0 108.744 179.807 1 -0 0.108645 179.807 0.00207065 -133.42
319927 0.000546591 -89.3958 0.999234 0.0406013 0 0 108.744 179.799 1 -0 0.108644 179.799 0.00209651 -132.759
327455 0.000534026 -89.3849 0.999235 0.0396712 0 0 108.744 179.791 1 -0 0.108644 179.791 0.00212328 -132.099
335160 0.000521749 -89.3738 0.999235 0.0387627 0 0 108.744 179.783 1 -0 0.108644 179.782 0.00215096 -131.441
343047 0.000509756 -89.3622 0.999235 0.0378751 0 0 108.744 179.774 1 -0 0.108644 179.774 0.00217958 -130.785
351119 0.000498038 -89.3504 0.999235 0.037008 0 0 108.744 179.766 1 -0 0.108644 179.766 0.00220916 -130.131
359381 0.000486589 -89.3382 0.999235 0.0361609 0 0 108.744 179.757 1 -0 0.108644 179.757 0.00223974 -129.48
367838 0.000475403 -89.3256 0.999235 0.0353334 0 0 108.744 179.749 1 -0 0.108644 179.748 0.00227132 -128.831
376494 0.000464475 -89.3127 0.999235 0.034525 0 0 108.744 179.74 1 -0 0.108644 179.74 0.00230395 -128.186
385353 0.000453798 -89.2994 0.999235 0.0337352 0 0 108.744 179.731 1 -0 0.108644 179.731 0.00233765 -127.545
394421 0.000443367 -89.2857 0.999235 0.0329638 0 0 108.744 179.722 1 -0 0.108644 179.722 0.00237243 -126.907
403702 0.000433175 -89.2716 0.999235 0.0322101 0 0 108.744 179.713 1 -0 0.108644 179.712 0.00240833 -126.274
413201 0.000423218 -89.2571 0.999235 0.0314739 0 0 108.744 179.703 1 -0 0.108644 179.703 0.00244538 -125.645
422924 0.00041349 -89.2423 0.999235 0.0307547 0 0 108.744 179.694 1 -0 0.108644 179.693 0.0024836 -125.021
432876 0.000403985 -89.227 0.999235 0.0300521 0 0 108.743 179.684 1 -0 0.108643 179.684 0.00252302 -124.402
443062 0.000394699 -89.2113 0.999235 0.0293658 0 0 108.743 179.674 1 -0 0.108643 179.674 0.00256366 -123.788
453488 0.000385626 -89.1952 0.999235 0.0286954 0 0 108.743 179.664 1 -0 0.108643 179.664 0.00260556 -123.18
464159 0.000376762 -89.1786 0.999235 0.0280405 0 0 108.743 179.654 1 -0 0.108643 179.653 0.00264874 -122.578
475081 0.000368102 -89.1616 0.999235 0.0274008 0 0 108.743 179.643 1 -0 0.108643 179.643 0.00269324 -121.981
486260 0.000359641 -89.1441 0.999235 0.0267759 0 0 108.743 179.633 1 -0 0.108643 179.632 0.00273908 -121.391
497702 0.000351375 -89.1262 0.999235 0.0261655 0 0 108.743 179.622 1 -0 0.108643 179.621 0.00278629 -120.807
509414 0.000343298 -89.1078 0.999235 0.0255693 0 0 108.743 179.611 1 -0 0.108643 179.61 0.00283491 -120.23
521401 0.000335408 -89.089 0.999235 0.0249868 0 0 108.742 179.599 1 -0 0.108642 179.599 0.00288497 -119.659
533670 0.000327698 -89.0696 0.999235 0.0244179 0 0 108.742 179.588 1 -0 0.108642 179.587 0.00293649 -119.096
546228 0.000320166 -89.0497 0.999235 0.0238622 0 0 108.742 179.576 1 -0 0.108642 179.576 0.00298951 -118.539
559081 0.000312808 -89.0293 0.999235 0.0233194 0 0 108.742 179.564 1 -0 0.108642 179.564 0.00304407 -117.99
572237 0.000305618 -89.0084 0.999235 0.0227893 0 0 108.742 179.552 1 -0 0.108642 179.552 0.0031002 -117.448
585702 0.000298594 -88.987 0.999235 0.0222714 0 0 108.742 179.54 1 -0 0.108642 179.539 0.00315792 -116.913
599484 0.000291731 -88.965 0.999235 0.0217656 0 0 108.741 179.527 1 -0 0.108641 179.527 0.00321729 -116.386
613591 0.000285027 -88.9424 0.999235 0.0212716 0 0 108.741 179.514 1 -0 0.108641 179.514 0.00327833 -115.866
628029 0.000278476 -88.9193 0.999235 0.0207891 0 0 108.741 179.501 1 -0 0.108641 179.5 0.00334108 -115.354
642807 0.000272076 -88.8956 0.999235 0.0203178 0 0 108.741 179.487 1 -0 0.108641 179.487 0.00340558 -114.849
657933 0.000265823 -88.8713 0.999235 0.0198575 0 0 108.741 179.474 1 -0 0.108641 179.473 0.00347186 -114.353
673415 0.000259714 -88.8464 0.999235 0.019408 0 0 108.74 179.46 1 -0 0.10864 179.459 0.00353997 -113.864
689261 0.000253746 -88.8209 0.999235 0.018969 0 0 108.74 179.445 1 -0 0.10864 179.445 0.00360995 -113.383
705480 0.000247915 -88.7947 0.999235 0.0185402 0 0 108.74 179.431 1 -0 0.10864 179.43 0.00368182 -112.91
722081 0.000242217 -88.7679 0.999235 0.0181214 0 0 108.739 179.416 1 -0 0.10864 179.415 0.00375565 -112.444
739072 0.000236651 -88.7404 0.999235 0.0177125 0 0 108.739 179.401 1 -0 0.108639 179.4 0.00383146 -111.987
756463 0.000231213 -88.7122 0.999235 0.0173131 0 0 108.739 179.385 1 -0 0.108639 179.385 0.00390931 -111.537
774264 0.0002259 -88.6833 0.999235 0.0169232 0 0 108.739 179.369 1 -0 0.108639 179.369 0.00398924 -111.095
792483 0.00022071 -88.6537 0.999235 0.0165423 0 0 108.738 179.353 1 -0 0.108638 179.352 0.00407129 -110.661
811131 0.000215638 -88.6234 0.999235 0.0161704 0 0 108.738 179.336 1 -0 0.108638 179.336 0.0041555 -110.235
830218 0.000210684 -88.5924 0.999235 0.0158073 0 0 108.737 179.32 1 -0 0.108638 179.319 0.00424194 -109.816
849753 0.000205843 -88.5606 0.999235 0.0154527 0 0 108.737 179.302 1 -0 0.108637 179.302 0.00433063 -109.406
869749 0.000201114 -88.528 0.999235 0.0151065 0 0 108.737 179.285 1 -0 0.108637 179.284 0.00442165 -109.003
890215 0.000196493 -88.4946 0.999235 0.0147684 0 0 108.736 179.267 1 -0 0.108636 179.266 0.00451503 -108.607
911163 0.000191979 -88.4604 0.999235 0.0144383 0 0 108.736 179.248 1 -0 0.108636 179.247 0.00461082 -108.219
932603 0.000187568 -88.4254 0.999235 0.0141161 0 0 108.735 179.229 1 -0 0.108635 179.228 0.00470909 -107.839
954548 0.000183259 -88.3895 0.999235 0.0138015 0 0 108.735 179.21 1 -0 0.108635 179.209 0.00480988 -107.466
977010 0.00017905 -88.3528 0.999235 0.0134943 0 0 108.734 179.19 1 -0 0.108634 179.189 0.00491325 -107.1
1e+06 0.000174937 -88.3151 0.999235 0.0131944 0 0 108.734 179.17 1 -0 0.108634 179.169 0.00501926 -106.742
1.02353e+06 0.000170918 -88.2766 0.999235 0.0129017 0 0 108.733 179.149 1 -0 0.108633 179.149 0.00512797 -106.39
1.04762e+06 0.000166993 -88.2371 0.999235 0.012616 0 0 108.733 179.128 1 -0 0.108633 179.128 0.00523943 -106.046
1.07227e+06 0.000163157 -88.1967 0.999235 0.0123371 0 0 108.732 179.107 1 -0 0.108632 179.106 0.00535372 -105.71
1.0975e+06 0.00015941 -88.1553 0.999235 0.0120648 0 0 108.731 179.085 1 -0 0.108631 179.084 0.00547088 -105.38
1.12332e+06 0.000155749 -88.1129 0.999235 0.0117991 0 0 108.731 179.062 1 -0 0.108631 179.061 0.00559098 -105.057
1.14976e+06 0.000152172 -88.0695 0.999235 0.0115398 0 0 108.73 179.039 1 -0 0.10863 179.038 0.0057141 -104.74
1.17681e+06 0.000148678 -88.025 0.999235 0.0112867 0 0 108.729 179.016 1 -0 0.108629 179.015 0.00584029 -104.431
1.2045e+06 0.000145264 -87.9795 0.999235 0.0110397 0 0 108.728 178.992 1 -0 0.108629 178.991 0.00596963 -104.128
1.23285e+06 0.000141928 -87.9329 0.999235 0.0107987 0 0 108.728 178.967 1 -0 0.108628 178.966 0.00610219 -103.832
1.26186e+06 0.00013867 -87.8852 0.999235 0.0105635 0 0 108.727 178.942 1 -0 0.108627 178.941 0.00623803 -103.542
1.29155e+06 0.000135486 -87.8363 0.999235 0.0103341 0 0 108.726 178.916 1 -0 0.108626 178.915 0.00637724 -103.258
1.32194e+06 0.000132376 -87.7863 0.999235 0.0101102 0 0 108.725 178.89 1 -0 0.108625 178.889 0.00651989 -102.981
1.35305e+06 0.000129337 -87.7351 0.999235 0.00989183 0 0 108.724 178.863 1 -0 0.108624 178.862 0.00666605 -102.71
1.38489e+06 0.000126368 -87.6826 0.999235 0.00967878 0 0 108.723 178.835 1 -0 0.108623 178.834 0.00681581 -102.445
1.41747e+06 0.000123468 -87.6289 0.999235 0.00947097 0 0 108.722 178.807 1 -0 0.108622 178.806 0.00696924 -102.186
1.45083e+06 0.000120634 -87.574 0.999235 0.00926828 0 0 108.721 178.778 1 -0 0.108621 178.777 0.00712644 -101.933
1.48497e+06 0.000117866 -87.5177 0.999235 0.00907061 0 0 108.72 178.749 1 -0 0.10862 178.748 0.00728748 -101.685
1.51991e+06 0.000115162 -87.4601 0.999235 0.00887784 0 0 108.718 178.719 1 -0 0.108618 178.718 0.00745245 -101.444
1.55568e+06 0.000112519 -87.4011 0.999235 0.00868988 0 0 108.717 178.688 1 -0 0.108617 178.687 0.00762144 -101.208
1.59228e+06 0.000109938 -87.3408 0.999235 0.00850661 0 0 108.716 178.656 1 -0 0.108616 178.655 0.00779455 -100.977
1.62975e+06 0.000107416 -87.279 0.999235 0.00832795 0 0 108.714 178.624 1 -0 0.108614 178.623 0.00797186 -100.752
1.6681e+06 0.000104952 -87.2157 0.999235 0.00815379 0 0 108.713 178.591 1 -0 0.108613 178.59 0.00815348 -100.533
1.70735e+06 0.000102545 -87.1509 0.999235 0.00798404 0 0 108.711 178.557 1 -0 0.108611 178.556 0.00833949 -100.318
1.74753e+06 0.000100194 -87.0847 0.999235 0.0078186 0 0 108.71 178.523 1 -0 0.10861 178.521 0.00853001 -100.109
1.78865e+06 9.78964e-05 -87.0168 0.999235 0.0076574 0 0 108.708 178.487 1 -0 0.108608 178.486 0.00872513 -99.9048
1.83074e+06 9.56521e-05 -86.9473 0.999235 0.00750034 0 0 108.706 178.451 1 -0 0.108606 178.45 0.00892496 -99.7057
