F 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f 9m 9f 10m 10f jL0400m jL0400f jL0600m jL0600f jL0809m jL0809f jV0300m jV0300f jV0500m jV0500f jV1000m jV1000f
1.8738e+001 1.00000e+000 58.310 8.49331e-003 -89.513 1.00000e+000 0.000 9.99964e-001 117.107 1.00000e+000 116.620 1.00007e+000 0.012 1.00007e+000 0.000 1.00058e+000 56.364 4.70909e+002 148.188 1.00000e+000 -0.000 2.12333e-003 27.107 2.12356e-003 -89.988 1.00000e+000 -121.690 2.49991e-001 -179.513 2.12333e-003 -152.893 2.12356e-003 90.012
1.9179e+001 1.00000e+000 58.310 8.29807e-003 -89.525 1.00000e+000 0.000 9.99966e-001 117.096 1.00000e+000 116.620 1.00007e+000 0.012 1.00007e+000 0.000 1.00055e+000 56.409 4.81991e+002 148.191 1.00000e+000 -0.000 2.07452e-003 27.096 2.07473e-003 -89.988 1.00000e+000 -121.690 2.49991e-001 -179.525 2.07452e-003 -152.904 2.07473e-003 90.012
1.9630e+001 1.00000e+000 58.310 8.10731e-003 -89.535 1.00000e+000 0.000 9.99967e-001 117.085 1.00000e+000 116.620 1.00007e+000 0.012 1.00007e+000 0.000 1.00053e+000 56.453 4.93335e+002 148.194 1.00000e+000 -0.000 2.02683e-003 27.085 2.02703e-003 -89.988 1.00000e+000 -121.690 2.49992e-001 -179.535 2.02683e-003 -152.915 2.02703e-003 90.012
2.0092e+001 1.00000e+000 58.310 7.92093e-003 -89.546 1.00000e+000 0.000 9.99969e-001 117.074 1.00000e+000 116.620 1.00006e+000 0.011 1.00006e+000 0.000 1.00050e+000 56.495 5.04945e+002 148.197 1.00000e+000 0.000 1.98023e-003 27.074 1.98042e-003 -89.989 1.00000e+000 -121.690 2.49992e-001 -179.546 1.98023e-003 -152.926 1.98042e-003 90.011
2.0565e+001 1.00000e+000 58.310 7.73884e-003 -89.557 1.00000e+000 0.000 9.99970e-001 117.064 1.00000e+000 116.620 1.00006e+000 0.011 1.00006e+000 0.000 1.00048e+000 56.537 5.16828e+002 148.199 1.00000e+000 -0.000 1.93471e-003 27.064 1.93488e-003 -89.989 1.00000e+000 -121.690 2.49993e-001 -179.557 1.93471e-003 -152.936 1.93488e-003 90.011
2.1049e+001 1.00000e+000 58.310 7.56093e-003 -89.567 1.00000e+000 0.000 9.99971e-001 117.053 1.00000e+000 116.620 1.00006e+000 0.011 1.00006e+000 0.000 1.00046e+000 56.578 5.28991e+002 148.202 1.00000e+000 0.000 1.89023e-003 27.053 1.89040e-003 -89.989 1.00000e+000 -121.690 2.49993e-001 -179.567 1.89023e-003 -152.947 1.89040e-003 90.011
2.1544e+001 1.00000e+000 58.310 7.38712e-003 -89.577 1.00000e+000 0.000 9.99973e-001 117.043 1.00000e+000 116.620 1.00005e+000 0.011 1.00005e+000 0.000 1.00044e+000 56.618 5.41440e+002 148.204 1.00000e+000 0.000 1.84678e-003 27.043 1.84693e-003 -89.989 1.00000e+000 -121.690 2.49993e-001 -179.577 1.84678e-003 -152.957 1.84693e-003 90.011
2.2051e+001 1.00000e+000 58.310 7.21730e-003 -89.586 1.00000e+000 0.000 9.99974e-001 117.034 1.00000e+000 116.620 1.00005e+000 0.010 1.00005e+000 0.000 1.00042e+000 56.656 5.54182e+002 148.207 1.00000e+000 0.000 1.80432e-003 27.034 1.80446e-003 -89.990 1.00000e+000 -121.690 2.49993e-001 -179.586 1.80432e-003 -152.966 1.80446e-003 90.010
2.2570e+001 1.00000e+000 58.310 7.05138e-003 -89.596 1.00000e+000 0.000 9.99975e-001 117.024 1.00000e+000 116.620 1.00005e+000 0.010 1.00005e+000 0.000 1.00040e+000 56.694 5.67224e+002 148.209 1.00000e+000 0.000 1.76284e-003 27.024 1.76298e-003 -89.990 1.00000e+000 -121.690 2.49994e-001 -179.596 1.76284e-003 -152.976 1.76298e-003 90.010
2.3101e+001 1.00000e+000 58.310 6.88927e-003 -89.605 1.00000e+000 0.000 9.99976e-001 117.015 1.00000e+000 116.620 1.00005e+000 0.010 1.00005e+000 0.000 1.00038e+000 56.732 5.80572e+002 148.211 1.00000e+000 -0.000 1.72232e-003 27.015 1.72244e-003 -89.990 1.00000e+000 -121.690 2.49994e-001 -179.605 1.72232e-003 -152.985 1.72244e-003 90.010
2.3645e+001 1.00000e+000 58.310 6.73090e-003 -89.614 1.00000e+000 0.000 9.99977e-001 117.006 1.00000e+000 116.620 1.00005e+000 0.010 1.00005e+000 0.000 1.00036e+000 56.768 5.94235e+002 148.214 1.00000e+000 -0.000 1.68272e-003 27.006 1.68284e-003 -89.990 1.00000e+000 -121.690 2.49994e-001 -179.614 1.68272e-003 -152.994 1.68284e-003 90.010
2.4201e+001 1.00000e+000 58.310 6.57616e-003 -89.623 1.00000e+000 0.000 9.99978e-001 116.997 1.00000e+000 116.620 1.00004e+000 0.009 1.00004e+000 0.000 1.00035e+000 56.803 6.08219e+002 148.216 1.00000e+000 -0.000 1.64404e-003 26.997 1.64415e-003 -89.991 1.00000e+000 -121.690 2.49995e-001 -179.623 1.64404e-003 -153.003 1.64415e-003 90.009
2.4771e+001 1.00000e+000 58.310 6.42498e-003 -89.632 1.00000e+000 0.000 9.99979e-001 116.988 1.00000e+000 116.620 1.00004e+000 0.009 1.00004e+000 0.000 1.00033e+000 56.838 6.22532e+002 148.218 1.00000e+000 -0.000 1.60624e-003 26.988 1.60634e-003 -89.991 1.00000e+000 -121.690 2.49995e-001 -179.632 1.60624e-003 -153.012 1.60634e-003 90.009
2.5354e+001 1.00000e+000 58.310 6.27728e-003 -89.640 1.00000e+000 0.000 9.99980e-001 116.980 1.00000e+000 116.620 1.00004e+000 0.009 1.00004e+000 0.000 1.00032e+000 56.872 6.37182e+002 148.220 1.00000e+000 0.000 1.56932e-003 26.980 1.56941e-003 -89.991 1.00000e+000 -121.690 2.49995e-001 -179.640 1.56932e-003 -153.020 1.56941e-003 90.009
2.5950e+001 1.00000e+000 58.310 6.13297e-003 -89.649 1.00000e+000 0.000 9.99981e-001 116.972 1.00000e+000 116.620 1.00004e+000 0.009 1.00004e+000 0.000 1.00030e+000 56.905 6.52177e+002 148.222 1.00000e+000 0.000 1.53324e-003 26.972 1.53333e-003 -89.991 1.00000e+000 -121.690 2.49995e-001 -179.649 1.53324e-003 -153.028 1.53333e-003 90.009
2.6561e+001 1.00000e+000 58.310 5.99197e-003 -89.657 1.00000e+000 0.000 9.99982e-001 116.963 1.00000e+000 116.620 1.00004e+000 0.009 1.00004e+000 0.000 1.00029e+000 56.937 6.67524e+002 148.224 1.00000e+000 -0.000 1.49799e-003 26.963 1.49807e-003 -89.991 1.00000e+000 -121.690 2.49996e-001 -179.657 1.49799e-003 -153.037 1.49807e-003 90.009
2.7186e+001 1.00000e+000 58.310 5.85422e-003 -89.665 1.00000e+000 0.000 9.99983e-001 116.956 1.00000e+000 116.620 1.00003e+000 0.008 1.00003e+000 0.000 1.00027e+000 56.969 6.83233e+002 148.226 1.00000e+000 0.000 1.46356e-003 26.956 1.46363e-003 -89.992 1.00000e+000 -121.690 2.49996e-001 -179.665 1.46356e-003 -153.044 1.46363e-003 90.008
2.7826e+001 1.00000e+000 58.310 5.71964e-003 -89.672 1.00000e+000 0.000 9.99984e-001 116.948 1.00000e+000 116.620 1.00003e+000 0.008 1.00003e+000 0.000 1.00026e+000 56.999 6.99311e+002 148.228 1.00000e+000 0.000 1.42991e-003 26.948 1.42998e-003 -89.992 1.00000e+000 -121.690 2.49996e-001 -179.672 1.42991e-003 -153.052 1.42998e-003 90.008
2.8480e+001 1.00000e+000 58.310 5.58815e-003 -89.680 1.00000e+000 0.000 9.99984e-001 116.940 1.00000e+000 116.620 1.00003e+000 0.008 1.00003e+000 0.000 1.00025e+000 57.030 7.15768e+002 148.230 1.00000e+000 0.000 1.39704e-003 26.940 1.39710e-003 -89.992 1.00000e+000 -121.690 2.49996e-001 -179.680 1.39704e-003 -153.060 1.39710e-003 90.008
2.9151e+001 1.00000e+000 58.310 5.45968e-003 -89.687 1.00000e+000 0.000 9.99985e-001 116.933 1.00000e+000 116.620 1.00003e+000 0.008 1.00003e+000 0.000 1.00024e+000 57.059 7.32612e+002 148.232 1.00000e+000 -0.000 1.36492e-003 26.933 1.36498e-003 -89.992 1.00000e+000 -121.690 2.49996e-001 -179.687 1.36492e-003 -153.067 1.36498e-003 90.008
2.9836e+001 1.00000e+000 58.310 5.33417e-003 -89.694 1.00000e+000 0.000 9.99986e-001 116.926 1.00000e+000 116.620 1.00003e+000 0.008 1.00003e+000 0.000 1.00023e+000 57.088 7.49852e+002 148.234 1.00000e+000 0.000 1.33354e-003 26.926 1.33360e-003 -89.992 1.00000e+000 -121.690 2.49996e-001 -179.694 1.33354e-003 -153.074 1.33360e-003 90.008
3.0539e+001 1.00000e+000 58.310 5.21154e-003 -89.701 1.00000e+000 0.000 9.99986e-001 116.919 1.00000e+000 116.620 1.00003e+000 0.007 1.00003e+000 0.000 1.00022e+000 57.116 7.67497e+002 148.235 1.00000e+000 -0.000 1.30288e-003 26.919 1.30294e-003 -89.993 1.00000e+000 -121.690 2.49997e-001 -179.701 1.30288e-003 -153.081 1.30294e-003 90.007
3.1257e+001 1.00000e+000 58.310 5.09173e-003 -89.708 1.00000e+000 0.000 9.99987e-001 116.912 1.00000e+000 116.620 1.00003e+000 0.007 1.00003e+000 0.000 1.00021e+000 57.143 7.85558e+002 148.237 1.00000e+000 -0.000 1.27293e-003 26.912 1.27298e-003 -89.993 1.00000e+000 -121.690 2.49997e-001 -179.708 1.27293e-003 -153.088 1.27298e-003 90.007
3.1993e+001 1.00000e+000 58.310 4.97467e-003 -89.715 1.00000e+000 0.000 9.99988e-001 116.905 1.00000e+000 116.620 1.00002e+000 0.007 1.00002e+000 0.000 1.00020e+000 57.170 8.04044e+002 148.239 1.00000e+000 0.000 1.24367e-003 26.905 1.24371e-003 -89.993 1.00000e+000 -121.690 2.49997e-001 -179.715 1.24367e-003 -153.095 1.24371e-003 90.007
3.2745e+001 1.00000e+000 58.310 4.86030e-003 -89.722 1.00000e+000 0.000 9.99988e-001 116.899 1.00000e+000 116.620 1.00002e+000 0.007 1.00002e+000 0.000 1.00019e+000 57.196 8.22965e+002 148.240 1.00000e+000 -0.000 1.21508e-003 26.899 1.21512e-003 -89.993 1.00000e+000 -121.690 2.49997e-001 -179.722 1.21508e-003 -153.101 1.21512e-003 90.007
3.3516e+001 1.00000e+000 58.310 4.74857e-003 -89.728 1.00000e+000 0.000 9.99989e-001 116.892 1.00000e+000 116.620 1.00002e+000 0.007 1.00002e+000 0.000 1.00018e+000 57.222 8.42331e+002 148.242 1.00000e+000 0.000 1.18714e-003 26.892 1.18718e-003 -89.993 1.00000e+000 -121.690 2.49997e-001 -179.728 1.18714e-003 -153.108 1.18718e-003 90.007
3.4305e+001 1.00000e+000 58.310 4.63940e-003 -89.734 1.00000e+000 0.000 9.99989e-001 116.886 1.00000e+000 116.620 1.00002e+000 0.007 1.00002e+000 0.000 1.00017e+000 57.247 8.62153e+002 148.244 1.00000e+000 -0.000 1.15985e-003 26.886 1.15989e-003 -89.993 1.00000e+000 -121.690 2.49997e-001 -179.734 1.15985e-003 -153.114 1.15989e-003 90.007
3.5112e+001 1.00000e+000 58.310 4.53274e-003 -89.740 1.00000e+000 0.000 9.99990e-001 116.880 1.00000e+000 116.620 1.00002e+000 0.006 1.00002e+000 0.000 1.00016e+000 57.271 8.82441e+002 148.245 1.00000e+000 0.000 1.13319e-003 26.880 1.13322e-003 -89.994 1.00000e+000 -121.690 2.49997e-001 -179.740 1.13319e-003 -153.120 1.13322e-003 90.006
3.5938e+001 1.00000e+000 58.310 4.42854e-003 -89.746 1.00000e+000 0.000 9.99990e-001 116.874 1.00000e+000 116.620 1.00002e+000 0.006 1.00002e+000 0.000 1.00016e+000 57.295 9.03207e+002 148.247 1.00000e+000 0.000 1.10713e-003 26.874 1.10717e-003 -89.994 1.00000e+000 -121.690 2.49998e-001 -179.746 1.10713e-003 -153.126 1.10717e-003 90.006
3.6784e+001 1.00000e+000 58.310 4.32673e-003 -89.752 1.00000e+000 0.000 9.99991e-001 116.868 1.00000e+000 116.620 1.00002e+000 0.006 1.00002e+000 0.000 1.00015e+000 57.319 9.24461e+002 148.248 1.00000e+000 -0.000 1.08168e-003 26.868 1.08171e-003 -89.994 1.00000e+000 -121.690 2.49998e-001 -179.752 1.08168e-003 -153.132 1.08171e-003 90.006
3.7649e+001 1.00000e+000 58.310 4.22726e-003 -89.758 1.00000e+000 0.000 9.99991e-001 116.862 1.00000e+000 116.620 1.00002e+000 0.006 1.00002e+000 0.000 1.00014e+000 57.341 9.46215e+002 148.250 1.00000e+000 -0.000 1.05681e-003 26.862 1.05684e-003 -89.994 1.00000e+000 -121.690 2.49998e-001 -179.758 1.05681e-003 -153.138 1.05684e-003 90.006
3.8535e+001 1.00000e+000 58.310 4.13007e-003 -89.763 1.00000e+000 0.000 9.99991e-001 116.857 1.00000e+000 116.620 1.00002e+000 0.006 1.00002e+000 0.000 1.00014e+000 57.364 9.68481e+002 148.251 1.00000e+000 -0.000 1.03252e-003 26.857 1.03254e-003 -89.994 1.00000e+000 -121.690 2.49998e-001 -179.763 1.03252e-003 -153.143 1.03254e-003 90.006
3.9442e+001 1.00000e+000 58.310 4.03513e-003 -89.769 1.00000e+000 0.000 9.99992e-001 116.851 1.00000e+000 116.620 1.00002e+000 0.006 1.00002e+000 0.000 1.00013e+000 57.385 9.91271e+002 148.252 1.00000e+000 -0.000 1.00878e-003 26.851 1.00881e-003 -89.994 1.00000e+000 -121.690 2.49998e-001 -179.769 1.00878e-003 -153.149 1.00881e-003 90.006
4.0370e+001 1.00000e+000 58.310 3.94236e-003 -89.774 1.00000e+000 0.000 9.99992e-001 116.846 1.00000e+000 116.620 1.00002e+000 0.006 1.00002e+000 0.000 1.00012e+000 57.407 1.01460e+003 148.254 1.00000e+000 -0.000 9.85590e-004 26.846 9.85613e-004 -89.994 1.00000e+000 -121.690 2.49998e-001 -179.774 9.85590e-004 -153.154 9.85613e-004 90.006
4.1320e+001 1.00000e+000 58.310 3.85173e-003 -89.779 1.00000e+000 0.000 9.99993e-001 116.841 1.00000e+000 116.620 1.00001e+000 0.006 1.00001e+000 0.000 1.00012e+000 57.427 1.03847e+003 148.255 1.00000e+000 0.000 9.62931e-004 26.841 9.62953e-004 -89.994 1.00000e+000 -121.690 2.49998e-001 -179.779 9.62931e-004 -153.159 9.62953e-004 90.006
4.2292e+001 1.00000e+000 58.310 3.76318e-003 -89.784 1.00000e+000 0.000 9.99993e-001 116.836 1.00000e+000 116.620 1.00001e+000 0.005 1.00001e+000 0.000 1.00011e+000 57.448 1.06291e+003 148.256 1.00000e+000 -0.000 9.40794e-004 26.836 9.40814e-004 -89.995 1.00000e+000 -121.690 2.49998e-001 -179.784 9.40794e-004 -153.164 9.40814e-004 90.005
4.3288e+001 1.00000e+000 58.310 3.67666e-003 -89.789 1.00000e+000 0.000 9.99993e-001 116.831 1.00000e+000 116.620 1.00001e+000 0.005 1.00001e+000 0.000 1.00011e+000 57.468 1.08792e+003 148.257 1.00000e+000 0.000 9.19165e-004 26.831 9.19184e-004 -89.995 1.00000e+000 -121.690 2.49998e-001 -179.789 9.19165e-004 -153.169 9.19184e-004 90.005
4.4306e+001 1.00000e+000 58.310 3.59214e-003 -89.794 1.00000e+000 0.000 9.99994e-001 116.826 1.00000e+000 116.620 1.00001e+000 0.005 1.00001e+000 0.000 1.00010e+000 57.487 1.11352e+003 148.259 1.00000e+000 -0.000 8.98034e-004 26.826 8.98051e-004 -89.995 1.00000e+000 -121.690 2.49998e-001 -179.794 8.98034e-004 -153.174 8.98051e-004 90.005
4.5349e+001 1.00000e+000 58.310 3.50955e-003 -89.799 1.00000e+000 0.000 9.99994e-001 116.821 1.00000e+000 116.620 1.00001e+000 0.005 1.00001e+000 0.000 1.00010e+000 57.506 1.13973e+003 148.260 1.00000e+000 0.000 8.77388e-004 26.821 8.77404e-004 -89.995 1.00000e+000 -121.690 2.49998e-001 -179.799 8.77388e-004 -153.179 8.77404e-004 90.005
4.6416e+001 1.00000e+000 58.310 3.42887e-003 -89.804 1.00000e+000 0.000 9.99994e-001 116.817 1.00000e+000 116.620 1.00001e+000 0.005 1.00001e+000 0.000 1.00009e+000 57.524 1.16655e+003 148.261 1.00000e+000 -0.000 8.57217e-004 26.817 8.57232e-004 -89.995 1.00000e+000 -121.690 2.49999e-001 -179.804 8.57217e-004 -153.183 8.57232e-004 90.005
4.7508e+001 1.00000e+000 58.310 3.35004e-003 -89.808 1.00000e+000 0.000 9.99994e-001 116.812 1.00000e+000 116.620 1.00001e+000 0.005 1.00001e+000 0.000 1.00009e+000 57.542 1.19400e+003 148.262 1.00000e+000 0.000 8.37510e-004 26.812 8.37524e-004 -89.995 1.00000e+000 -121.690 2.49999e-001 -179.808 8.37510e-004 -153.188 8.37524e-004 90.005
4.8626e+001 1.00000e+000 58.310 3.27302e-003 -89.812 1.00000e+000 0.000 9.99995e-001 116.808 1.00000e+000 116.620 1.00001e+000 0.005 1.00001e+000 0.000 1.00009e+000 57.560 1.22209e+003 148.263 1.00000e+000 0.000 8.18256e-004 26.808 8.18269e-004 -89.995 1.00000e+000 -121.690 2.49999e-001 -179.812 8.18256e-004 -153.192 8.18269e-004 90.005
4.9770e+001 1.00000e+000 58.310 3.19778e-003 -89.817 1.00000e+000 0.000 9.99995e-001 116.803 1.00000e+000 116.620 1.00001e+000 0.005 1.00001e+000 0.000 1.00008e+000 57.577 1.25085e+003 148.264 1.00000e+000 -0.000 7.99444e-004 26.803 7.99457e-004 -89.995 1.00000e+000 -121.690 2.49999e-001 -179.817 7.99444e-004 -153.197 7.99457e-004 90.005
5.0941e+001 1.00000e+000 58.310 3.12426e-003 -89.821 1.00000e+000 0.000 9.99995e-001 116.799 1.00000e+000 116.620 1.00001e+000 0.004 1.00001e+000 0.000 1.00008e+000 57.594 1.28028e+003 148.265 1.00000e+000 0.000 7.81065e-004 26.799 7.81077e-004 -89.996 1.00000e+000 -121.690 2.49999e-001 -179.821 7.81065e-004 -153.201 7.81077e-004 90.004
5.2140e+001 1.00000e+000 58.310 3.05243e-003 -89.825 1.00000e+000 0.000 9.99995e-001 116.795 1.00000e+000 116.620 1.00001e+000 0.004 1.00001e+000 0.000 1.00007e+000 57.611 1.31041e+003 148.266 1.00000e+000 0.000 7.63109e-004 26.795 7.63119e-004 -89.996 1.00000e+000 -121.690 2.49999e-001 -179.825 7.63109e-004 -153.205 7.63119e-004 90.004
5.3367e+001 1.00000e+000 58.310 2.98226e-003 -89.829 1.00000e+000 0.000 9.99996e-001 116.791 1.00000e+000 116.620 1.00001e+000 0.004 1.00001e+000 0.000 1.00007e+000 57.627 1.34125e+003 148.267 1.00000e+000 0.000 7.45565e-004 26.791 7.45575e-004 -89.996 1.00000e+000 -121.690 2.49999e-001 -179.829 7.45565e-004 -153.209 7.45575e-004 90.004
5.4623e+001 1.00000e+000 58.310 2.91370e-003 -89.833 1.00000e+000 0.000 9.99996e-001 116.787 1.00000e+000 116.620 1.00001e+000 0.004 1.00001e+000 0.000 1.00007e+000 57.642 1.37281e+003 148.268 1.00000e+000 -0.000 7.28425e-004 26.787 7.28434e-004 -89.996 1.00000e+000 -121.690 2.49999e-001 -179.833 7.28425e-004 -153.213 7.28434e-004 90.004
5.5908e+001 1.00000e+000 58.310 2.84671e-003 -89.837 1.00000e+000 0.000 9.99996e-001 116.783 1.00000e+000 116.620 1.00001e+000 0.004 1.00001e+000 0.000 1.00006e+000 57.658 1.40511e+003 148.269 1.00000e+000 -0.000 7.11678e-004 26.783 7.11687e-004 -89.996 1.00000e+000 -121.690 2.49999e-001 -179.837 7.11678e-004 -153.217 7.11687e-004 90.004
5.7224e+001 1.00000e+000 58.310 2.78127e-003 -89.841 1.00000e+000 0.000 9.99996e-001 116.780 1.00000e+000 116.620 1.00001e+000 0.004 1.00001e+000 0.000 1.00006e+000 57.673 1.43818e+003 148.270 1.00000e+000 0.000 6.95317e-004 26.780 6.95325e-004 -89.996 1.00000e+000 -121.690 2.49999e-001 -179.841 6.95317e-004 -153.220 6.95325e-004 90.004
5.8570e+001 1.00000e+000 58.310 2.71733e-003 -89.844 1.00000e+000 0.000 9.99996e-001 116.776 1.00000e+000 116.620 1.00001e+000 0.004 1.00001e+000 0.000 1.00006e+000 57.687 1.47202e+003 148.271 1.00000e+000 0.000 6.79332e-004 26.776 6.79339e-004 -89.996 1.00000e+000 -121.690 2.49999e-001 -179.844 6.79332e-004 -153.224 6.79339e-004 90.004
5.9948e+001 1.00000e+000 58.310 2.65486e-003 -89.848 1.00000e+000 0.000 9.99996e-001 116.772 1.00000e+000 116.620 1.00001e+000 0.004 1.00001e+000 0.000 1.00006e+000 57.702 1.50666e+003 148.272 1.00000e+000 0.000 6.63714e-004 26.772 6.63721e-004 -89.996 1.00000e+000 -121.690 2.49999e-001 -179.848 6.63714e-004 -153.228 6.63721e-004 90.004
6.1359e+001 1.00000e+000 58.310 2.59382e-003 -89.851 1.00000e+000 0.000 9.99997e-001 116.769 1.00000e+000 116.620 1.00001e+000 0.004 1.00001e+000 0.000 1.00005e+000 57.716 1.54211e+003 148.273 1.00000e+000 0.000 6.48455e-004 26.769 6.48462e-004 -89.996 1.00000e+000 -121.690 2.49999e-001 -179.851 6.48455e-004 -153.231 6.48462e-004 90.004
6.2803e+001 1.00000e+000 58.310 2.53419e-003 -89.855 1.00000e+000 0.000 9.99997e-001 116.765 1.00000e+000 116.620 1.00001e+000 0.004 1.00001e+000 0.000 1.00005e+000 57.729 1.57840e+003 148.274 1.00000e+000 -0.000 6.33547e-004 26.765 6.33553e-004 -89.996 1.00000e+000 -121.690 2.49999e-001 -179.855 6.33547e-004 -153.235 6.33553e-004 90.004
6.4281e+001 1.00000e+000 58.310 2.47593e-003 -89.858 1.00000e+000 0.000 9.99997e-001 116.762 1.00000e+000 116.620 1.00001e+000 0.004 1.00001e+000 0.000 1.00005e+000 57.743 1.61554e+003 148.275 1.00000e+000 -0.000 6.18982e-004 26.762 6.18988e-004 -89.996 1.00000e+000 -121.690 2.49999e-001 -179.858 6.18982e-004 -153.238 6.18988e-004 90.004
6.5793e+001 1.00000e+000 58.310 2.41901e-003 -89.861 1.00000e+000 0.000 9.99997e-001 116.759 1.00000e+000 116.620 1.00001e+000 0.003 1.00001e+000 0.000 1.00005e+000 57.756 1.65356e+003 148.275 1.00000e+000 0.000 6.04752e-004 26.759 6.04757e-004 -89.997 1.00000e+000 -121.690 2.49999e-001 -179.861 6.04752e-004 -153.241 6.04757e-004 90.003
6.7342e+001 1.00000e+000 58.310 2.36339e-003 -89.865 1.00000e+000 0.000 9.99997e-001 116.756 1.00000e+000 116.620 1.00001e+000 0.003 1.00001e+000 0.000 1.00004e+000 57.768 1.69247e+003 148.276 1.00000e+000 0.000 5.90848e-004 26.756 5.90853e-004 -89.997 1.00000e+000 -121.690 2.49999e-001 -179.865 5.90848e-004 -153.244 5.90853e-004 90.003
6.8926e+001 1.00000e+000 58.310 2.30906e-003 -89.868 1.00000e+000 0.000 9.99997e-001 116.752 1.00000e+000 116.620 1.00001e+000 0.003 1.00001e+000 0.000 1.00004e+000 57.781 1.73229e+003 148.277 1.00000e+000 -0.000 5.77265e-004 26.752 5.77270e-004 -89.997 1.00000e+000 -121.690 2.49999e-001 -179.868 5.77265e-004 -153.248 5.77270e-004 90.003
7.0548e+001 1.00000e+000 58.310 2.25597e-003 -89.871 1.00000e+000 0.000 9.99997e-001 116.749 1.00000e+000 116.620 1.00001e+000 0.003 1.00001e+000 0.000 1.00004e+000 57.793 1.77306e+003 148.278 1.00000e+000 -0.000 5.63994e-004 26.749 5.63998e-004 -89.997 1.00000e+000 -121.690 2.49999e-001 -179.871 5.63994e-004 -153.251 5.63998e-004 90.003
7.2208e+001 1.00000e+000 58.310 2.20411e-003 -89.874 1.00000e+000 0.000 9.99998e-001 116.746 1.00000e+000 116.620 1.00000e+000 0.003 1.00000e+000 0.000 1.00004e+000 57.805 1.81478e+003 148.279 1.00000e+000 0.000 5.51027e-004 26.746 5.51031e-004 -89.997 1.00000e+000 -121.690 2.49999e-001 -179.874 5.51027e-004 -153.254 5.51031e-004 90.003
7.3907e+001 1.00000e+000 58.310 2.15344e-003 -89.877 1.00000e+000 0.000 9.99998e-001 116.744 1.00000e+000 116.620 1.00000e+000 0.003 1.00000e+000 0.000 1.00004e+000 57.817 1.85748e+003 148.279 1.00000e+000 -0.000 5.38359e-004 26.744 5.38363e-004 -89.997 1.00000e+000 -121.690 2.49999e-001 -179.877 5.38359e-004 -153.256 5.38363e-004 90.003
7.5646e+001 1.00000e+000 58.310 2.10393e-003 -89.879 1.00000e+000 0.000 9.99998e-001 116.741 1.00000e+000 116.620 1.00000e+000 0.003 1.00000e+000 0.000 1.00004e+000 57.828 1.90119e+003 148.280 1.00000e+000 0.000 5.25983e-004 26.741 5.25986e-004 -89.997 1.00000e+000 -121.690 2.49999e-001 -179.879 5.25983e-004 -153.259 5.25986e-004 90.003
7.7426e+001 1.00000e+000 58.310 2.05556e-003 -89.882 1.00000e+000 0.000 9.99998e-001 116.738 1.00000e+000 116.620 1.00000e+000 0.003 1.00000e+000 0.000 1.00003e+000 57.839 1.94593e+003 148.281 1.00000e+000 0.000 5.13890e-004 26.738 5.13893e-004 -89.997 1.00000e+000 -121.690 2.49999e-001 -179.882 5.13890e-004 -153.262 5.13893e-004 90.003
7.9248e+001 1.00000e+000 58.310 2.00830e-003 -89.885 1.00000e+000 0.000 9.99998e-001 116.735 1.00000e+000 116.620 1.00000e+000 0.003 1.00000e+000 0.000 1.00003e+000 57.850 1.99172e+003 148.281 1.00000e+000 -0.000 5.02076e-004 26.735 5.02079e-004 -89.997 1.00000e+000 -121.690 2.49999e-001 -179.885 5.02076e-004 -153.265 5.02079e-004 90.003
8.1113e+001 1.00000e+000 58.310 1.96213e-003 -89.888 1.00000e+000 0.000 9.99998e-001 116.733 1.00000e+000 116.620 1.00000e+000 0.003 1.00000e+000 0.000 1.00003e+000 57.860 2.03859e+003 148.282 1.00000e+000 -0.000 4.90533e-004 26.733 4.90536e-004 -89.997 1.00000e+000 -121.690 2.50000e-001 -179.888 4.90533e-004 -153.267 4.90536e-004 90.003
8.3022e+001 1.00000e+000 58.310 1.91702e-003 -89.890 1.00000e+000 0.000 9.99998e-001 116.730 1.00000e+000 116.620 1.00000e+000 0.003 1.00000e+000 0.000 1.00003e+000 57.871 2.08656e+003 148.283 1.00000e+000 -0.000 4.79256e-004 26.730 4.79258e-004 -89.997 1.00000e+000 -121.690 2.50000e-001 -179.890 4.79256e-004 -153.270 4.79258e-004 90.003
8.4975e+001 1.00000e+000 58.310 1.87295e-003 -89.893 1.00000e+000 0.000 9.99998e-001 116.727 1.00000e+000 116.620 1.00000e+000 0.003 1.00000e+000 0.000 1.00003e+000 57.881 2.13566e+003 148.283 1.00000e+000 0.000 4.68238e-004 26.727 4.68240e-004 -89.997 1.00000e+000 -121.690 2.50000e-001 -179.893 4.68238e-004 -153.273 4.68240e-004 90.003
8.6975e+001 1.00000e+000 58.310 1.82989e-003 -89.895 1.00000e+000 0.000 9.99998e-001 116.725 1.00000e+000 116.620 1.00000e+000 0.003 1.00000e+000 0.000 1.00003e+000 57.891 2.18591e+003 148.284 1.00000e+000 0.000 4.57473e-004 26.725 4.57475e-004 -89.997 1.00000e+000 -121.690 2.50000e-001 -179.895 4.57473e-004 -153.275 4.57475e-004 90.003
