F 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f 9m 9f 10m 10f jL0400m jL0400f jL0600m jL0600f jL0809m jL0809f jV0300m jV0300f jV0500m jV0500f jV1000m jV1000f
1.7475e-001 1.00000e+000 58.310 6.73341e-001 -47.675 1.00000e+000 0.000 7.39332e-001 158.946 1.00000e+000 116.620 5.81192e+000 7.604 5.81343e+000 6.300 3.77773e+000 -16.340 1.24943e+000 95.145 1.00000e+000 0.000 1.68335e-001 68.946 1.32329e+000 -82.396 1.00000e+000 -121.690 1.84833e-001 -137.675 1.68335e-001 -111.054 1.32329e+000 97.604
1.7886e-001 1.00000e+000 58.310 6.64746e-001 -48.337 1.00000e+000 0.000 7.47069e-001 158.283 1.00000e+000 116.620 4.77483e+000 6.097 4.77601e+000 4.823 3.69703e+000 -15.997 1.36981e+000 101.421 1.00000e+000 0.000 1.66187e-001 68.283 1.06217e+000 -83.903 1.00000e+000 -121.690 1.86767e-001 -138.337 1.66187e-001 -111.717 1.06217e+000 96.097
1.8307e-001 1.00000e+000 58.310 6.56086e-001 -48.998 1.00000e+000 0.000 7.54687e-001 157.622 1.00000e+000 116.620 4.07833e+000 5.085 4.07929e+000 3.840 3.61832e+000 -15.646 1.50427e+000 106.645 1.00000e+000 0.000 1.64021e-001 67.622 8.86372e-001 -84.915 1.00000e+000 -121.690 1.88672e-001 -138.998 1.64021e-001 -112.378 8.86372e-001 95.085
1.8738e-001 1.00000e+000 58.310 6.47366e-001 -49.657 1.00000e+000 0.000 7.62179e-001 156.963 1.00000e+000 116.620 3.57920e+000 4.359 3.58001e+000 3.142 3.54156e+000 -15.289 1.64962e+000 110.995 1.00000e+000 0.000 1.61842e-001 66.963 7.60009e-001 -85.641 1.00000e+000 -121.690 1.90545e-001 -139.657 1.61842e-001 -113.037 7.60009e-001 94.359
1.9179e-001 1.00000e+000 58.310 6.38594e-001 -50.313 1.00000e+000 0.000 7.69544e-001 156.307 1.00000e+000 116.620 3.20447e+000 3.812 3.20516e+000 2.623 3.46670e+000 -14.924 1.80352e+000 114.636 1.00000e+000 0.000 1.59649e-001 66.307 6.64796e-001 -86.188 1.00000e+000 -121.690 1.92386e-001 -140.313 1.59649e-001 -113.693 6.64796e-001 93.812
1.9630e-001 1.00000e+000 58.310 6.29777e-001 -50.966 1.00000e+000 0.000 7.76776e-001 155.654 1.00000e+000 116.620 2.91315e+000 3.385 2.91374e+000 2.224 3.39371e+000 -14.553 1.96424e+000 117.706 1.00000e+000 0.000 1.57444e-001 65.654 5.90463e-001 -86.615 1.00000e+000 -121.690 1.94194e-001 -140.966 1.57444e-001 -114.346 5.90463e-001 93.385
2.0092e-001 1.00000e+000 58.310 6.20920e-001 -51.617 1.00000e+000 0.000 7.83874e-001 155.004 1.00000e+000 116.620 2.68042e+000 3.043 2.68095e+000 1.908 3.32253e+000 -14.174 2.13054e+000 120.317 1.00000e+000 0.000 1.55230e-001 65.004 5.30803e-001 -86.957 1.00000e+000 -121.690 1.95968e-001 -141.617 1.55230e-001 -114.996 5.30803e-001 93.043
2.0565e-001 1.00000e+000 58.310 6.12032e-001 -52.263 1.00000e+000 0.000 7.90833e-001 154.357 1.00000e+000 116.620 2.49045e+000 2.762 2.49091e+000 1.653 3.25314e+000 -13.788 2.30155e+000 122.557 1.00000e+000 0.000 1.53008e-001 64.357 4.81844e-001 -87.238 1.00000e+000 -121.690 1.97708e-001 -142.263 1.53008e-001 -115.643 4.81844e-001 92.762
2.1049e-001 1.00000e+000 58.310 6.03117e-001 -52.907 1.00000e+000 0.000 7.97653e-001 153.714 1.00000e+000 116.620 2.33259e+000 2.527 2.33301e+000 1.444 3.18549e+000 -13.394 2.47661e+000 124.495 1.00000e+000 0.000 1.50779e-001 63.714 4.40927e-001 -87.473 1.00000e+000 -121.690 1.99413e-001 -142.907 1.50779e-001 -116.286 4.40927e-001 92.527
2.1544e-001 1.00000e+000 58.310 5.94184e-001 -53.546 1.00000e+000 0.000 8.04329e-001 153.075 1.00000e+000 116.620 2.19949e+000 2.328 2.19987e+000 1.270 3.11955e+000 -12.993 2.65526e+000 126.186 1.00000e+000 0.000 1.48546e-001 63.075 4.06209e-001 -87.672 1.00000e+000 -121.690 2.01082e-001 -143.546 1.48546e-001 -116.925 4.06209e-001 92.328
2.2051e-001 1.00000e+000 58.310 5.85238e-001 -54.180 1.00000e+000 0.000 8.10862e-001 152.440 1.00000e+000 116.620 2.08586e+000 2.157 2.08620e+000 1.123 3.05528e+000 -12.585 2.83718e+000 127.672 1.00000e+000 0.000 1.46309e-001 62.440 3.76366e-001 -87.843 1.00000e+000 -121.690 2.02715e-001 -144.180 1.46309e-001 -117.560 3.76366e-001 92.157
2.2570e-001 1.00000e+000 58.310 5.76287e-001 -54.810 1.00000e+000 0.000 8.17248e-001 151.810 1.00000e+000 116.620 1.98781e+000 2.008 1.98812e+000 0.998 2.99264e+000 -12.169 3.02213e+000 128.987 1.00000e+000 0.000 1.44072e-001 61.810 3.50430e-001 -87.992 1.00000e+000 -121.690 2.04312e-001 -144.810 1.44072e-001 -118.190 3.50430e-001 92.008
2.3101e-001 1.00000e+000 58.310 5.67336e-001 -55.435 1.00000e+000 0.000 8.23486e-001 151.185 1.00000e+000 116.620 1.90245e+000 1.878 1.90273e+000 0.891 2.93160e+000 -11.745 3.20995e+000 130.159 1.00000e+000 0.000 1.41834e-001 61.185 3.27670e-001 -88.122 1.00000e+000 -121.690 2.05872e-001 -145.435 1.41834e-001 -118.815 3.27670e-001 91.878
2.3645e-001 1.00000e+000 58.310 5.58392e-001 -56.055 1.00000e+000 0.000 8.29577e-001 150.565 1.00000e+000 116.620 1.82752e+000 1.762 1.82778e+000 0.798 2.87213e+000 -11.314 3.40055e+000 131.208 1.00000e+000 0.000 1.39598e-001 60.565 3.07529e-001 -88.238 1.00000e+000 -121.690 2.07394e-001 -146.055 1.39598e-001 -119.435 3.07529e-001 91.762
2.4201e-001 1.00000e+000 58.310 5.49462e-001 -56.670 1.00000e+000 0.000 8.35519e-001 149.950 1.00000e+000 116.620 1.76131e+000 1.659 1.76154e+000 0.717 2.81419e+000 -10.875 3.59385e+000 132.154 1.00000e+000 0.000 1.37366e-001 59.950 2.89572e-001 -88.341 1.00000e+000 -121.690 2.08880e-001 -146.670 1.37366e-001 -120.050 2.89572e-001 91.659
2.4771e-001 1.00000e+000 58.310 5.40552e-001 -57.279 1.00000e+000 0.000 8.41311e-001 149.341 1.00000e+000 116.620 1.70242e+000 1.567 1.70264e+000 0.647 2.75774e+000 -10.429 3.78984e+000 133.011 1.00000e+000 0.000 1.35138e-001 59.341 2.73456e-001 -88.433 1.00000e+000 -121.690 2.10328e-001 -147.279 1.35138e-001 -120.659 2.73456e-001 91.567
2.5354e-001 1.00000e+000 58.310 5.31667e-001 -57.882 1.00000e+000 0.000 8.46954e-001 148.738 1.00000e+000 116.620 1.64977e+000 1.484 1.64997e+000 0.584 2.70276e+000 -9.975 3.98850e+000 133.790 1.00000e+000 0.000 1.32917e-001 58.738 2.58906e-001 -88.516 1.00000e+000 -121.690 2.11738e-001 -147.882 1.32917e-001 -121.262 2.58906e-001 91.484
2.5950e-001 1.00000e+000 58.310 5.22813e-001 -58.479 1.00000e+000 0.000 8.52447e-001 148.141 1.00000e+000 116.620 1.60246e+000 1.408 1.60265e+000 0.529 2.64922e+000 -9.513 4.18986e+000 134.502 1.00000e+000 0.000 1.30703e-001 58.141 2.45700e-001 -88.592 1.00000e+000 -121.690 2.13112e-001 -148.479 1.30703e-001 -121.859 2.45700e-001 91.408
2.6561e-001 1.00000e+000 58.310 5.13996e-001 -59.070 1.00000e+000 0.000 8.57792e-001 147.551 1.00000e+000 116.620 1.55976e+000 1.339 1.55993e+000 0.481 2.59708e+000 -9.043 4.39395e+000 135.155 1.00000e+000 0.000 1.28499e-001 57.551 2.33655e-001 -88.661 1.00000e+000 -121.690 2.14448e-001 -149.070 1.28499e-001 -122.449 2.33655e-001 91.339
2.7186e-001 1.00000e+000 58.310 5.05222e-001 -59.654 1.00000e+000 0.000 8.62989e-001 146.966 1.00000e+000 116.620 1.52107e+000 1.276 1.52123e+000 0.437 2.54631e+000 -8.566 4.60082e+000 135.756 1.00000e+000 0.000 1.26305e-001 56.966 2.22621e-001 -88.724 1.00000e+000 -121.690 2.15747e-001 -149.654 1.26305e-001 -123.034 2.22621e-001 91.276
2.7826e-001 1.00000e+000 58.310 4.96495e-001 -60.232 1.00000e+000 0.000 8.68039e-001 146.389 1.00000e+000 116.620 1.48589e+000 1.217 1.48604e+000 0.398 2.49689e+000 -8.081 4.81053e+000 136.312 1.00000e+000 0.000 1.24124e-001 56.389 2.12472e-001 -88.783 1.00000e+000 -121.690 2.17010e-001 -150.232 1.24124e-001 -123.611 2.12472e-001 91.217
2.8480e-001 1.00000e+000 58.310 4.87821e-001 -60.803 1.00000e+000 0.000 8.72943e-001 145.818 1.00000e+000 116.620 1.45379e+000 1.164 1.45393e+000 0.363 2.44878e+000 -7.588 5.02315e+000 136.827 1.00000e+000 0.000 1.21955e-001 55.818 2.03103e-001 -88.836 1.00000e+000 -121.690 2.18236e-001 -150.803 1.21955e-001 -124.182 2.03103e-001 91.164
2.9151e-001 1.00000e+000 58.310 4.79205e-001 -61.367 1.00000e+000 0.000 8.77703e-001 145.254 1.00000e+000 116.620 1.42441e+000 1.114 1.42455e+000 0.332 2.40197e+000 -7.087 5.23875e+000 137.306 1.00000e+000 0.000 1.19801e-001 55.254 1.94424e-001 -88.886 1.00000e+000 -121.690 2.19426e-001 -151.367 1.19801e-001 -124.746 1.94424e-001 91.114
2.9836e-001 1.00000e+000 58.310 4.70651e-001 -61.923 1.00000e+000 0.000 8.82320e-001 144.697 1.00000e+000 116.620 1.39746e+000 1.068 1.39759e+000 0.304 2.35641e+000 -6.579 5.45743e+000 137.752 1.00000e+000 0.000 1.17663e-001 54.697 1.86360e-001 -88.932 1.00000e+000 -121.690 2.20580e-001 -151.923 1.17663e-001 -125.303 1.86360e-001 91.068
3.0539e-001 1.00000e+000 58.310 4.62163e-001 -62.473 1.00000e+000 0.000 8.86795e-001 144.147 1.00000e+000 116.620 1.37267e+000 1.025 1.37278e+000 0.278 2.31208e+000 -6.063 5.67927e+000 138.169 1.00000e+000 0.000 1.15541e-001 54.147 1.78845e-001 -88.975 1.00000e+000 -121.690 2.21699e-001 -152.473 1.15541e-001 -125.853 1.78845e-001 91.025
3.1257e-001 1.00000e+000 58.310 4.53746e-001 -63.016 1.00000e+000 0.000 8.91131e-001 143.604 1.00000e+000 116.620 1.34981e+000 0.985 1.34992e+000 0.255 2.26897e+000 -5.540 5.90436e+000 138.559 1.00000e+000 0.000 1.13436e-001 53.604 1.71824e-001 -89.015 1.00000e+000 -121.690 2.22783e-001 -153.016 1.13436e-001 -126.396 1.71824e-001 90.985
3.1993e-001 1.00000e+000 58.310 4.45403e-001 -63.551 1.00000e+000 0.000 8.95330e-001 143.069 1.00000e+000 116.620 1.32869e+000 0.947 1.32879e+000 0.234 2.22703e+000 -5.009 6.13282e+000 138.926 1.00000e+000 0.000 1.11351e-001 53.069 1.65246e-001 -89.053 1.00000e+000 -121.690 2.23833e-001 -153.551 1.11351e-001 -126.931 1.65246e-001 90.947
3.2745e-001 1.00000e+000 58.310 4.37138e-001 -64.079 1.00000e+000 0.000 8.99394e-001 142.542 1.00000e+000 116.620 1.30913e+000 0.911 1.30923e+000 0.215 2.18625e+000 -4.470 6.36474e+000 139.271 1.00000e+000 0.000 1.09285e-001 52.542 1.59071e-001 -89.089 1.00000e+000 -121.690 2.24849e-001 -154.079 1.09285e-001 -127.458 1.59071e-001 90.911
3.3516e-001 1.00000e+000 58.310 4.28955e-001 -64.599 1.00000e+000 0.000 9.03326e-001 142.021 1.00000e+000 116.620 1.29099e+000 0.878 1.29109e+000 0.198 2.14660e+000 -3.925 6.60024e+000 139.596 1.00000e+000 0.000 1.07239e-001 52.021 1.53261e-001 -89.122 1.00000e+000 -121.690 2.25831e-001 -154.599 1.07239e-001 -127.979 1.53261e-001 90.878
3.4305e-001 1.00000e+000 58.310 4.20857e-001 -65.111 1.00000e+000 0.000 9.07127e-001 141.509 1.00000e+000 116.620 1.27414e+000 0.847 1.27423e+000 0.182 2.10806e+000 -3.372 6.83943e+000 139.903 1.00000e+000 0.000 1.05214e-001 51.509 1.47783e-001 -89.153 1.00000e+000 -121.690 2.26782e-001 -155.111 1.05214e-001 -128.491 1.47783e-001 90.847
3.5112e-001 1.00000e+000 58.310 4.12847e-001 -65.616 1.00000e+000 0.000 9.10801e-001 141.004 1.00000e+000 116.620 1.25846e+000 0.817 1.25855e+000 0.168 2.07060e+000 -2.812 7.08242e+000 140.193 1.00000e+000 0.000 1.03212e-001 51.004 1.42609e-001 -89.183 1.00000e+000 -121.690 2.27700e-001 -155.616 1.03212e-001 -128.996 1.42609e-001 90.817
3.5938e-001 1.00000e+000 58.310 4.04927e-001 -66.113 1.00000e+000 0.000 9.14349e-001 140.507 1.00000e+000 116.620 1.24385e+000 0.789 1.24393e+000 0.155 2.03420e+000 -2.245 7.32935e+000 140.468 1.00000e+000 0.000 1.01232e-001 50.507 1.37713e-001 -89.211 1.00000e+000 -121.690 2.28587e-001 -156.113 1.01232e-001 -129.493 1.37713e-001 90.789
3.6784e-001 1.00000e+000 58.310 3.97100e-001 -66.603 1.00000e+000 0.000 9.17775e-001 140.017 1.00000e+000 116.620 1.23022e+000 0.762 1.23029e+000 0.143 1.99884e+000 -1.671 7.58032e+000 140.729 1.00000e+000 0.000 9.92750e-002 50.017 1.33072e-001 -89.238 1.00000e+000 -121.690 2.29444e-001 -156.603 9.92750e-002 -129.983 1.33072e-001 90.762
3.7649e-001 1.00000e+000 58.310 3.89369e-001 -67.085 1.00000e+000 0.000 9.21082e-001 139.535 1.00000e+000 116.620 1.21748e+000 0.737 1.21755e+000 0.132 1.96449e+000 -1.090 7.83547e+000 140.978 1.00000e+000 0.000 9.73421e-002 49.535 1.28666e-001 -89.263 1.00000e+000 -121.690 2.30271e-001 -157.085 9.73421e-002 -130.465 1.28666e-001 90.737
3.8535e-001 1.00000e+000 58.310 3.81734e-001 -67.559 1.00000e+000 0.000 9.24272e-001 139.061 1.00000e+000 116.620 1.20557e+000 0.713 1.20563e+000 0.122 1.93113e+000 -0.503 8.09493e+000 141.214 1.00000e+000 0.000 9.54336e-002 49.061 1.24478e-001 -89.287 1.00000e+000 -121.690 2.31068e-001 -157.559 9.54336e-002 -130.939 1.24478e-001 90.713
3.9442e-001 1.00000e+000 58.310 3.74200e-001 -68.025 1.00000e+000 0.000 9.27348e-001 138.595 1.00000e+000 116.620 1.19441e+000 0.690 1.19447e+000 0.112 1.89874e+000 0.091 8.35884e+000 141.439 1.00000e+000 0.000 9.35499e-002 48.595 1.20490e-001 -89.310 1.00000e+000 -121.690 2.31837e-001 -158.025 9.35499e-002 -131.405 1.20490e-001 90.690
4.0370e-001 1.00000e+000 58.310 3.66766e-001 -68.484 1.00000e+000 0.000 9.30313e-001 138.136 1.00000e+000 116.620 1.18395e+000 0.669 1.18400e+000 0.104 1.86729e+000 0.690 8.62733e+000 141.654 1.00000e+000 0.000 9.16914e-002 48.136 1.16689e-001 -89.331 1.00000e+000 -121.690 2.32578e-001 -158.484 9.16914e-002 -131.864 1.16689e-001 90.669
4.1320e-001 1.00000e+000 58.310 3.59434e-001 -68.935 1.00000e+000 0.000 9.33170e-001 137.686 1.00000e+000 116.620 1.17413e+000 0.648 1.17418e+000 0.096 1.83678e+000 1.296 8.90053e+000 141.859 1.00000e+000 0.000 8.98586e-002 47.686 1.13062e-001 -89.352 1.00000e+000 -121.690 2.33293e-001 -158.935 8.98586e-002 -132.314 1.13062e-001 90.648
4.2292e-001 1.00000e+000 58.310 3.52206e-001 -69.378 1.00000e+000 0.000 9.35922e-001 137.242 1.00000e+000 116.620 1.16491e+000 0.628 1.16496e+000 0.089 1.80717e+000 1.907 9.17860e+000 142.055 1.00000e+000 0.000 8.80516e-002 47.242 1.09595e-001 -89.372 1.00000e+000 -121.690 2.33981e-001 -159.378 8.80516e-002 -132.758 1.09595e-001 90.628
4.3288e-001 1.00000e+000 58.310 3.45083e-001 -69.813 1.00000e+000 0.000 9.38572e-001 136.807 1.00000e+000 116.620 1.15624e+000 0.609 1.15629e+000 0.082 1.77845e+000 2.524 9.46168e+000 142.243 1.00000e+000 0.000 8.62709e-002 46.807 1.06279e-001 -89.391 1.00000e+000 -121.690 2.34643e-001 -159.813 8.62709e-002 -133.193 1.06279e-001 90.609
4.4306e-001 1.00000e+000 58.310 3.38066e-001 -70.241 1.00000e+000 0.000 9.41122e-001 136.379 1.00000e+000 116.620 1.14809e+000 0.591 1.14814e+000 0.076 1.75059e+000 3.146 9.74992e+000 142.423 1.00000e+000 0.000 8.45165e-002 46.379 1.03103e-001 -89.409 1.00000e+000 -121.690 2.35281e-001 -160.241 8.45165e-002 -133.621 1.03103e-001 90.591
4.5349e-001 1.00000e+000 58.310 3.31155e-001 -70.661 1.00000e+000 0.000 9.43576e-001 135.959 1.00000e+000 116.620 1.14042e+000 0.573 1.14046e+000 0.071 1.72358e+000 3.774 1.00435e+001 142.596 1.00000e+000 0.000 8.27888e-002 45.959 1.00059e-001 -89.427 1.00000e+000 -121.690 2.35894e-001 -160.661 8.27888e-002 -134.041 1.00059e-001 90.573
4.6416e-001 1.00000e+000 58.310 3.24351e-001 -71.074 1.00000e+000 0.000 9.45937e-001 135.546 1.00000e+000 116.620 1.13318e+000 0.557 1.13323e+000 0.065 1.69740e+000 4.406 1.03425e+001 142.762 1.00000e+000 0.000 8.10878e-002 45.546 9.71391e-002 -89.443 1.00000e+000 -121.690 2.36484e-001 -161.074 8.10878e-002 -134.454 9.71391e-002 90.557
4.7508e-001 1.00000e+000 58.310 3.17655e-001 -71.479 1.00000e+000 0.000 9.48206e-001 135.141 1.00000e+000 116.620 1.12637e+000 0.541 1.12641e+000 0.061 1.67202e+000 5.042 1.06471e+001 142.921 1.00000e+000 0.000 7.94137e-002 45.141 9.43348e-002 -89.459 1.00000e+000 -121.690 2.37052e-001 -161.479 7.94137e-002 -134.859 9.43348e-002 90.541
4.8626e-001 1.00000e+000 58.310 3.11066e-001 -71.877 1.00000e+000 0.000 9.50388e-001 134.744 1.00000e+000 116.620 1.11993e+000 0.525 1.11997e+000 0.056 1.64744e+000 5.683 1.09576e+001 143.074 1.00000e+000 0.000 7.77665e-002 44.744 9.16398e-002 -89.475 1.00000e+000 -121.690 2.37597e-001 -161.877 7.77665e-002 -135.256 9.16398e-002 90.525
4.9770e-001 1.00000e+000 58.310 3.04585e-001 -72.267 1.00000e+000 0.000 9.52485e-001 134.353 1.00000e+000 116.620 1.11386e+000 0.510 1.11390e+000 0.052 1.62362e+000 6.328 1.12739e+001 143.221 1.00000e+000 0.000 7.61463e-002 44.353 8.90476e-002 -89.490 1.00000e+000 -121.690 2.38121e-001 -162.267 7.61463e-002 -135.647 8.90476e-002 90.510
5.0941e-001 1.00000e+000 58.310 2.98212e-001 -72.650 1.00000e+000 0.000 9.54500e-001 133.970 1.00000e+000 116.620 1.10813e+000 0.496 1.10816e+000 0.048 1.60056e+000 6.976 1.15965e+001 143.363 1.00000e+000 0.000 7.45530e-002 43.970 8.65525e-002 -89.504 1.00000e+000 -121.690 2.38625e-001 -162.650 7.45530e-002 -136.030 8.65525e-002 90.496
5.2140e-001 1.00000e+000 58.310 2.91947e-001 -73.025 1.00000e+000 0.000 9.56435e-001 133.595 1.00000e+000 116.620 1.10271e+000 0.482 1.10274e+000 0.045 1.57822e+000 7.628 1.19253e+001 143.500 1.00000e+000 0.000 7.29867e-002 43.595 8.41491e-002 -89.518 1.00000e+000 -121.690 2.39109e-001 -163.025 7.29867e-002 -136.405 8.41491e-002 90.482
5.3367e-001 1.00000e+000 58.310 2.85789e-001 -73.394 1.00000e+000 0.000 9.58293e-001 133.226 1.00000e+000 116.620 1.09759e+000 0.469 1.09762e+000 0.042 1.55661e+000 8.283 1.22605e+001 143.632 1.00000e+000 0.000 7.14473e-002 43.226 8.18325e-002 -89.531 1.00000e+000 -121.690 2.39573e-001 -163.394 7.14473e-002 -136.774 8.18325e-002 90.469
5.4623e-001 1.00000e+000 58.310 2.79738e-001 -73.755 1.00000e+000 0.000 9.60076e-001 132.865 1.00000e+000 116.620 1.09274e+000 0.456 1.09277e+000 0.039 1.53569e+000 8.940 1.26025e+001 143.759 1.00000e+000 0.000 6.99346e-002 42.865 7.95981e-002 -89.544 1.00000e+000 -121.690 2.40019e-001 -163.755 6.99346e-002 -137.135 7.95981e-002 90.456
5.5908e-001 1.00000e+000 58.310 2.73795e-001 -74.110 1.00000e+000 0.000 9.61788e-001 132.510 1.00000e+000 116.620 1.08815e+000 0.444 1.08818e+000 0.036 1.51546e+000 9.600 1.29512e+001 143.882 1.00000e+000 0.000 6.84486e-002 42.510 7.74417e-002 -89.556 1.00000e+000 -121.690 2.40447e-001 -164.110 6.84486e-002 -137.490 7.74417e-002 90.444
5.7224e-001 1.00000e+000 58.310 2.67957e-001 -74.457 1.00000e+000 0.000 9.63431e-001 132.163 1.00000e+000 116.620 1.08381e+000 0.432 1.08384e+000 0.033 1.49589e+000 10.261 1.33070e+001 144.000 1.00000e+000 0.000 6.69892e-002 42.163 7.53594e-002 -89.568 1.00000e+000 -121.690 2.40858e-001 -164.457 6.69892e-002 -137.837 7.53594e-002 90.432
5.8570e-001 1.00000e+000 58.310 2.62225e-001 -74.798 1.00000e+000 0.000 9.65007e-001 131.822 1.00000e+000 116.620 1.07970e+000 0.420 1.07972e+000 0.031 1.47697e+000 10.925 1.36700e+001 144.115 1.00000e+000 0.000 6.55562e-002 41.822 7.33475e-002 -89.580 1.00000e+000 -121.690 2.41252e-001 -164.798 6.55562e-002 -138.178 7.33475e-002 90.420
5.9948e-001 1.00000e+000 58.310 2.56598e-001 -75.132 1.00000e+000 0.000 9.66518e-001 131.488 1.00000e+000 116.620 1.07580e+000 0.409 1.07582e+000 0.029 1.45867e+000 11.589 1.40404e+001 144.226 1.00000e+000 0.000 6.41494e-002 41.488 7.14026e-002 -89.591 1.00000e+000 -121.690 2.41630e-001 -165.132 6.41494e-002 -138.512 7.14026e-002 90.409
6.1359e-001 1.00000e+000 58.310 2.51074e-001 -75.459 1.00000e+000 0.000 9.67968e-001 131.161 1.00000e+000 116.620 1.07211e+000 0.398 1.07213e+000 0.027 1.44100e+000 12.255 1.44184e+001 144.333 1.00000e+000 0.000 6.27686e-002 41.161 6.95215e-002 -89.602 1.00000e+000 -121.690 2.41992e-001 -165.459 6.27686e-002 -138.839 6.95215e-002 90.398
6.2803e-001 1.00000e+000 58.310 2.45654e-001 -75.779 1.00000e+000 0.000 9.69358e-001 130.841 1.00000e+000 116.620 1.06860e+000 0.388 1.06863e+000 0.025 1.42392e+000 12.921 1.48042e+001 144.437 1.00000e+000 0.000 6.14136e-002 40.841 6.77014e-002 -89.612 1.00000e+000 -121.690 2.42339e-001 -165.779 6.14136e-002 -139.159 6.77014e-002 90.388
6.4281e-001 1.00000e+000 58.310 2.40336e-001 -76.094 1.00000e+000 0.000 9.70690e-001 130.527 1.00000e+000 116.620 1.06528e+000 0.378 1.06530e+000 0.023 1.40742e+000 13.587 1.51981e+001 144.537 1.00000e+000 0.000 6.00841e-002 40.527 6.59393e-002 -89.622 1.00000e+000 -121.690 2.42672e-001 -166.094 6.00841e-002 -139.473 6.59393e-002 90.378
6.5793e-001 1.00000e+000 58.310 2.35120e-001 -76.401 1.00000e+000 0.000 9.71966e-001 130.219 1.00000e+000 116.620 1.06213e+000 0.368 1.06215e+000 0.022 1.39150e+000 14.253 1.56001e+001 144.635 1.00000e+000 -0.000 5.87800e-002 40.219 6.42328e-002 -89.632 1.00000e+000 -121.690 2.42992e-001 -166.401 5.87800e-002 -139.781 6.42328e-002 90.368
6.7342e-001 1.00000e+000 58.310 2.30004e-001 -76.703 1.00000e+000 0.000 9.73190e-001 129.917 1.00000e+000 116.620 1.05914e+000 0.359 1.05916e+000 0.020 1.37612e+000 14.919 1.60107e+001 144.729 1.00000e+000 0.000 5.75009e-002 39.917 6.25793e-002 -89.641 1.00000e+000 -121.690 2.43297e-001 -166.703 5.75009e-002 -140.083 6.25793e-002 90.359
6.8926e-001 1.00000e+000 58.310 2.24987e-001 -76.998 1.00000e+000 0.000 9.74362e-001 129.622 1.00000e+000 116.620 1.05630e+000 0.349 1.05632e+000 0.019 1.36128e+000 15.584 1.64299e+001 144.821 1.00000e+000 0.000 5.62466e-002 39.622 6.09767e-002 -89.651 1.00000e+000 -121.690 2.43590e-001 -166.998 5.62466e-002 -140.378 6.09767e-002 90.349
7.0548e-001 1.00000e+000 58.310 2.20067e-001 -77.287 1.00000e+000 0.000 9.75485e-001 129.333 1.00000e+000 116.620 1.05361e+000 0.340 1.05362e+000 0.017 1.34696e+000 16.247 1.68579e+001 144.909 1.00000e+000 -0.000 5.50169e-002 39.333 5.94228e-002 -89.660 1.00000e+000 -121.690 2.43871e-001 -167.287 5.50169e-002 -140.667 5.94228e-002 90.340
7.2208e-001 1.00000e+000 58.310 2.15245e-001 -77.570 1.00000e+000 0.000 9.76560e-001 129.050 1.00000e+000 116.620 1.05104e+000 0.332 1.05106e+000 0.016 1.33315e+000 16.909 1.72952e+001 144.995 1.00000e+000 0.000 5.38113e-002 39.050 5.79156e-002 -89.668 1.00000e+000 -121.690 2.44140e-001 -167.570 5.38113e-002 -140.950 5.79156e-002 90.332
7.3907e-001 1.00000e+000 58.310 2.10518e-001 -77.847 1.00000e+000 0.000 9.77590e-001 128.773 1.00000e+000 116.620 1.04861e+000 0.323 1.04863e+000 0.015 1.31984e+000 17.569 1.77417e+001 145.079 1.00000e+000 0.000 5.26296e-002 38.773 5.64531e-002 -89.677 1.00000e+000 -121.690 2.44397e-001 -167.847 5.26296e-002 -141.227 5.64531e-002 90.323
7.5646e-001 1.00000e+000 58.310 2.05886e-001 -78.119 1.00000e+000 0.000 9.78576e-001 128.502 1.00000e+000 116.620 1.04630e+000 0.315 1.04631e+000 0.014 1.30700e+000 18.227 1.81979e+001 145.160 1.00000e+000 -0.000 5.14715e-002 38.502 5.50337e-002 -89.685 1.00000e+000 -121.690 2.44644e-001 -168.119 5.14715e-002 -141.498 5.50337e-002 90.315
7.7426e-001 1.00000e+000 58.310 2.01347e-001 -78.384 1.00000e+000 0.000 9.79520e-001 128.236 1.00000e+000 116.620 1.04410e+000 0.307 1.04412e+000 0.013 1.29463e+000 18.882 1.86640e+001 145.239 1.00000e+000 -0.000 5.03367e-002 38.236 5.36555e-002 -89.693 1.00000e+000 -121.690 2.44880e-001 -168.384 5.03367e-002 -141.764 5.36555e-002 90.307
7.9248e-001 1.00000e+000 58.310 1.96899e-001 -78.644 1.00000e+000 0.000 9.80424e-001 127.976 1.00000e+000 116.620 1.04201e+000 0.300 1.04203e+000 0.012 1.28270e+000 19.534 1.91401e+001 145.315 1.00000e+000 0.000 4.92248e-002 37.976 5.23171e-002 -89.700 1.00000e+000 -121.690 2.45106e-001 -168.644 4.92248e-002 -142.024 5.23171e-002 90.300
8.1113e-001 1.00000e+000 58.310 1.92542e-001 -78.899 1.00000e+000 0.000 9.81289e-001 127.721 1.00000e+000 116.620 1.04003e+000 0.292 1.04004e+000 0.011 1.27122e+000 20.183 1.96266e+001 145.390 1.00000e+000 -0.000 4.81356e-002 37.721 5.10169e-002 -89.708 1.00000e+000 -121.690 2.45322e-001 -168.899 4.81356e-002 -142.279 5.10169e-002 90.292
